Name,Team,Position,Date of Birth,Age,Nationality,Market Value
Marvin Ducksch,SV Werder Bremen,Centre-Forward,"Mar 7, 1994",29,Germany,€7.50m
Oliver Burke,SV Werder Bremen,Centre-Forward,"Apr 7, 1997",26,Scotland,€2.50m
Alexander Schwolow,FC Schalke 04,Goalkeeper,"Jun 2, 1992",31,Germany,€900k
Ralf Fährmann,FC Schalke 04,Goalkeeper,"Sep 27, 1988",34,Germany,€400k
Justin Heekeren,FC Schalke 04,Goalkeeper,"Nov 27, 2000",22,Germany,€250k
Michael Langer,FC Schalke 04,Goalkeeper,"Jan 6, 1985",38,Austria,€50k
Malick Thiaw,FC Schalke 04,Centre-Back,"Aug 8, 2001",21,Germany,€20.00m
Moritz Jenz,FC Schalke 04,Centre-Back,"Apr 30, 1999",24,Germany,€7.50m
Sepp van den Berg,FC Schalke 04,Centre-Back,"Dec 20, 2001",21,Netherlands,€5.00m
Leo Greiml,FC Schalke 04,Centre-Back,"Jul 3, 2001",21,Austria,€1.20m
Maya Yoshida,FC Schalke 04,Centre-Back,"Aug 24, 1988",34,Japan,€900k
Marcin Kaminski,FC Schalke 04,Centre-Back,"Jan 15, 1992",31,Poland,€700k
Timothée Kolodziejczak,FC Schalke 04,Centre-Back,"Oct 1, 1991",31,France,€400k
Ibrahima Cissé,FC Schalke 04,Centre-Back,"Feb 15, 2001",22,Mali,€200k
Julius Schell,FC Schalke 04,Centre-Back,"Jan 10, 2000",23,Germany,€125k
Jere Uronen,FC Schalke 04,Left-Back,"Jul 13, 1994",28,Finland,€1.00m
Kerim Calhanoglu,FC Schalke 04,Left-Back,"Aug 26, 2002",20,Germany,€800k
Joey Müller,FC Schalke 04,Left-Back,"Aug 30, 2000",22,Germany,€175k
Cédric Brunner,FC Schalke 04,Right-Back,"Feb 17, 1994",29,Switzerland,€1.80m
Mehmet Aydın,FC Schalke 04,Right-Back,"Feb 9, 2002",21,Türkiye,€1.50m
Henning Matriciani,FC Schalke 04,Right-Back,"Mar 14, 2000",23,Germany,€1.20m
Alex Král,FC Schalke 04,Defensive Midfield,"May 19, 1998",25,Czech Republic,€7.00m
Éder Balanta,FC Schalke 04,Defensive Midfield,"Feb 28, 1993",30,Colombia,€2.00m
Florian Flick,FC Schalke 04,Defensive Midfield,"May 1, 2000",23,Germany,€1.50m
Niklas Tauer,FC Schalke 04,Defensive Midfield,"Feb 17, 2001",22,Germany,€1.20m
Tom Krauß,FC Schalke 04,Central Midfield,"Jun 22, 2001",22,Germany,€7.00m
Rodrigo Zalazar,FC Schalke 04,Central Midfield,"Aug 12, 1999",23,Uruguay,€4.00m
Danny Latza,FC Schalke 04,Central Midfield,"Dec 7, 1989",33,Germany,€500k
Nassim Boujellab,FC Schalke 04,Central Midfield,"Jun 20, 1999",24,Morocco,€400k
Thomas Ouwejan,FC Schalke 04,Left Midfield,"Sep 30, 1996",26,Netherlands,€2.00m
Tobias Mohr,FC Schalke 04,Left Midfield,"Aug 24, 1995",27,Germany,€1.20m
Florent Mollet,FC Schalke 04,Attacking Midfield,"Nov 19, 1991",31,France,€2.00m
Dominick Drexler,FC Schalke 04,Attacking Midfield,"May 26, 1990",33,Germany,€750k
Soichiro Kozuki,FC Schalke 04,Attacking Midfield,"Dec 22, 2000",22,Japan,€600k
Blendi Idrizi,FC Schalke 04,Attacking Midfield,"May 2, 1998",25,Kosovo,€400k
Marius Bülter,FC Schalke 04,Left Winger,"Mar 29, 1993",30,Germany,€3.00m
Andreas Ivan,FC Schalke 04,Left Winger,"Jan 10, 1995",28,Romania,€125k
Tim Skarke,FC Schalke 04,Right Winger,"Sep 7, 1996",26,Germany,€1.20m
Sidi Sané,FC Schalke 04,Right Winger,"Apr 21, 2003",20,Germany,€200k
Jordan Larsson,FC Schalke 04,Centre-Forward,"Jun 20, 1997",26,Sweden,€3.00m
Michael Frey,FC Schalke 04,Centre-Forward,"Jul 19, 1994",28,Switzerland,€2.00m
Kenan Karaman,FC Schalke 04,Centre-Forward,"Mar 5, 1994",29,Türkiye,€1.40m
Simon Terodde,FC Schalke 04,Centre-Forward,"Mar 2, 1988",35,Germany,€900k
Sebastian Polter,FC Schalke 04,Centre-Forward,"Apr 1, 1991",32,Germany,€800k
Keke Topp,FC Schalke 04,Centre-Forward,"Mar 25, 2004",19,Germany,€500k
Manuel Riemann,VfL Bochum,Goalkeeper,"Sep 9, 1988",34,Germany,€1.00m
Marko Johansson,VfL Bochum,Goalkeeper,"Aug 25, 1998",24,Sweden,€400k
Michael Esser,VfL Bochum,Goalkeeper,"Nov 22, 1987",35,Germany,€300k
Paul Grave,VfL Bochum,Goalkeeper,"Apr 10, 2001",22,Germany,€100k
Erhan Masovic,VfL Bochum,Centre-Back,"Nov 22, 1998",24,Serbia,€8.00m
Ivan Ordets,VfL Bochum,Centre-Back,"Jul 8, 1992",30,Ukraine,€3.00m
Keven Schlotterbeck,VfL Bochum,Centre-Back,"Apr 28, 1997",26,Germany,€3.00m
Dominique Heintz,VfL Bochum,Centre-Back,"Aug 15, 1993",29,Germany,€1.20m
Tim Oermann,VfL Bochum,Centre-Back,"Oct 6, 2003",19,Germany,€800k
Vasilios Lampropoulos,VfL Bochum,Centre-Back,"Mar 31, 1990",33,Greece,€500k
Mohammed Tolba,VfL Bochum,Centre-Back,"Jul 19, 2004",18,Germany,€200k
Danilo Soares,VfL Bochum,Left-Back,"Oct 29, 1991",31,Brazil,€1.80m
Jannes Horn,VfL Bochum,Left-Back,"Feb 6, 1997",26,Germany,€1.20m
Konstantinos Stafylidis,VfL Bochum,Left-Back,"Dec 2, 1993",29,Greece,€1.20m
Jordi Osei-Tutu,VfL Bochum,Right-Back,"Oct 2, 1998",24,England,€1.20m
Saidy Janko,VfL Bochum,Right-Back,"Oct 22, 1995",27,The Gambia,€1.00m
Cristian Gamboa,VfL Bochum,Right-Back,"Oct 24, 1989",33,Costa Rica,€600k
Jacek Goralski,VfL Bochum,Defensive Midfield,"Sep 21, 1992",30,Poland,€700k
Anthony Losilla,VfL Bochum,Defensive Midfield,"Mar 10, 1986",37,France,€500k
Patrick Osterhage,VfL Bochum,Central Midfield,"Feb 1, 2000",23,Germany,€4.00m
Pierre Kunde,VfL Bochum,Central Midfield,"Jul 26, 1995",27,Cameroon,€1.70m
Kevin Stöger,VfL Bochum,Attacking Midfield,"Aug 27, 1993",29,Austria,€3.00m
Philipp Förster,VfL Bochum,Attacking Midfield,"Feb 4, 1995",28,Germany,€2.80m
Gerrit Holtmann,VfL Bochum,Left Winger,"Mar 25, 1995",28,Philippines,€2.50m
Christopher Antwi-Adjei,VfL Bochum,Left Winger,"Feb 7, 1994",29,Ghana,€2.20m
Takuma Asano,VfL Bochum,Right Winger,"Nov 10, 1994",28,Japan,€4.00m
Tarsis Bonga,VfL Bochum,Right Winger,"Jan 10, 1997",26,Germany,€300k
Philipp Hofmann,VfL Bochum,Centre-Forward,"Mar 30, 1993",30,Germany,€2.80m
Simon Zoller,VfL Bochum,Centre-Forward,"Jun 26, 1991",32,Germany,€1.10m
Lys Mousset,VfL Bochum,Centre-Forward,"Feb 8, 1996",27,France,€1.00m
Moritz Broschinski,VfL Bochum,Centre-Forward,"Sep 23, 2000",22,Germany,€1.00m
Silvere Ganvoula,VfL Bochum,Centre-Forward,"Jun 29, 1996",27,Congo,€600k
Alex Meret,SSC Napoli,Goalkeeper,"Mar 22, 1997",26,Italy,€18.00m
Pierluigi Gollini,SSC Napoli,Goalkeeper,"Mar 18, 1995",28,Italy,€4.50m
Salvatore Sirigu,SSC Napoli,Goalkeeper,"Jan 12, 1987",36,Italy,€500k
Hubert Idasiak,SSC Napoli,Goalkeeper,"Feb 3, 2002",21,Poland,€150k
Valerio Boffelli,SSC Napoli,Goalkeeper,"Sep 4, 2004",18,Italy,€75k
Davide Marfella,SSC Napoli,Goalkeeper,"Sep 15, 1999",23,Italy,€50k
Min-jae Kim,SSC Napoli,Centre-Back,"Nov 15, 1996",26,"Korea, South",€60.00m
Amir Rrahmani,SSC Napoli,Centre-Back,"Feb 24, 1994",29,Kosovo,€25.00m
Leo Østigård,SSC Napoli,Centre-Back,"Nov 28, 1999",23,Norway,€7.00m
Juan Jesus,SSC Napoli,Centre-Back,"Jun 10, 1991",32,Brazil,€3.50m
Mathías Olivera,SSC Napoli,Left-Back,"Oct 31, 1997",25,Uruguay,€18.00m
Mário Rui,SSC Napoli,Left-Back,"May 27, 1991",32,Portugal,€8.00m
Giovanni Di Lorenzo,SSC Napoli,Right-Back,"Aug 4, 1993",29,Italy,€25.00m
Alessandro Zanoli,SSC Napoli,Right-Back,"Oct 3, 2000",22,Italy,€6.00m
Bartosz Bereszyński,SSC Napoli,Right-Back,"Jul 12, 1992",30,Poland,€1.60m
Stanislav Lobotka,SSC Napoli,Defensive Midfield,"Nov 25, 1994",28,Slovakia,€40.00m
Diego Demme,SSC Napoli,Defensive Midfield,"Nov 21, 1991",31,Germany,€3.00m
Frank Anguissa,SSC Napoli,Central Midfield,"Nov 16, 1995",27,Cameroon,€40.00m
Piotr Zieliński,SSC Napoli,Central Midfield,"May 20, 1994",29,Poland,€35.00m
Tanguy Ndombélé,SSC Napoli,Central Midfield,"Dec 28, 1996",26,France,€22.00m
Karim Zedadka,SSC Napoli,Left Midfield,"Jun 9, 2000",23,Algeria,€200k
Eljif Elmas,SSC Napoli,Attacking Midfield,"Sep 24, 1999",23,North Macedonia,€26.00m
Gianluca Gaetano,SSC Napoli,Attacking Midfield,"May 5, 2000",23,Italy,€4.50m
Khvicha Kvaratskhelia,SSC Napoli,Left Winger,"Feb 12, 2001",22,Georgia,€85.00m
Alessio Zerbin,SSC Napoli,Left Winger,"Mar 3, 1999",24,Italy,€4.00m
Hirving Lozano,SSC Napoli,Right Winger,"Jul 30, 1995",27,Mexico,€25.00m
Matteo Politano,SSC Napoli,Right Winger,"Aug 3, 1993",29,Italy,€15.00m
Adam Ounas,SSC Napoli,Right Winger,"Nov 11, 1996",26,Algeria,€7.00m
Giacomo Raspadori,SSC Napoli,Second Striker,"Feb 18, 2000",23,Italy,€35.00m
Victor Osimhen,SSC Napoli,Centre-Forward,"Dec 29, 1998",24,Nigeria,€120.00m
Giovanni Simeone,SSC Napoli,Centre-Forward,"Jul 5, 1995",27,Argentina,€15.00m
André Onana,Inter Milan,Goalkeeper,"Apr 2, 1996",27,Cameroon,€35.00m
Samir Handanovic,Inter Milan,Goalkeeper,"Jul 14, 1984",38,Slovenia,€500k
Gabriel Brazão,Inter Milan,Goalkeeper,"Oct 5, 2000",22,Brazil,€400k
Alex Cordaz,Inter Milan,Goalkeeper,"Jan 1, 1983",40,Italy,€200k
Nikolaos Botis,Inter Milan,Goalkeeper,"Mar 31, 2004",19,Greece,€100k
Alessandro Bastoni,Inter Milan,Centre-Back,"Apr 13, 1999",24,Italy,€60.00m
Milan Skriniar,Inter Milan,Centre-Back,"Feb 11, 1995",28,Slovakia,€50.00m
Stefan de Vrij,Inter Milan,Centre-Back,"Feb 5, 1992",31,Netherlands,€8.00m
Francesco Acerbi,Inter Milan,Centre-Back,"Feb 10, 1988",35,Italy,€4.00m
Danilo D'Ambrosio,Inter Milan,Centre-Back,"Sep 9, 1988",34,Italy,€1.50m
Alessandro Fontanarosa,Inter Milan,Centre-Back,"Feb 7, 2003",20,Italy,€400k
Federico Dimarco,Inter Milan,Left-Back,"Nov 10, 1997",25,Italy,€35.00m
Dalbert,Inter Milan,Left-Back,"Sep 8, 1993",29,Brazil,€1.00m
Matteo Darmian,Inter Milan,Right-Back,"Dec 2, 1989",33,Italy,€4.00m
Mattia Zanotti,Inter Milan,Right-Back,"Jan 11, 2003",20,Italy,€800k
Hakan Çalhanoğlu,Inter Milan,Defensive Midfield,"Feb 8, 1994",29,Türkiye,€40.00m
Marcelo Brozovic,Inter Milan,Defensive Midfield,"Nov 16, 1992",30,Croatia,€25.00m
Kristjan Asllani,Inter Milan,Defensive Midfield,"Mar 9, 2002",21,Albania,€12.00m
Lucien Agoumé,Inter Milan,Defensive Midfield,"Feb 9, 2002",21,France,€7.00m
Aleksandar Stankovic,Inter Milan,Defensive Midfield,"Aug 3, 2005",17,Serbia,-
Nicolò Barella,Inter Milan,Central Midfield,"Feb 7, 1997",26,Italy,€75.00m
Henrikh Mkhitaryan,Inter Milan,Central Midfield,"Jan 21, 1989",34,Armenia,€6.00m
Roberto Gagliardini,Inter Milan,Central Midfield,"Apr 7, 1994",29,Italy,€4.00m
Ebenezer Akinsanmiro,Inter Milan,Central Midfield,"Nov 25, 2004",18,Nigeria,€800k
Denzel Dumfries,Inter Milan,Right Midfield,"Apr 18, 1996",27,Netherlands,€28.00m
Raoul Bellanova,Inter Milan,Right Midfield,"May 17, 2000",23,Italy,€5.00m
Robin Gosens,Inter Milan,Left Midfield,"Jul 5, 1994",28,Germany,€15.00m
Valentín Carboni,Inter Milan,Attacking Midfield,"Mar 5, 2005",18,Argentina,€5.00m
Issiaka Kamate,Inter Milan,Right Winger,"Aug 2, 2004",18,France,€200k
Joaquín Correa,Inter Milan,Second Striker,"Aug 13, 1994",28,Argentina,€12.00m
Lautaro Martínez,Inter Milan,Centre-Forward,"Aug 22, 1997",25,Argentina,€85.00m
Romelu Lukaku,Inter Milan,Centre-Forward,"May 13, 1993",30,Belgium,€40.00m
Edin Dzeko,Inter Milan,Centre-Forward,"Mar 17, 1986",37,Bosnia-Herzegovina,€4.00m
Eddie Salcedo,Inter Milan,Centre-Forward,"Oct 1, 2001",21,Italy,€2.50m
Dennis Curatolo,Inter Milan,Centre-Forward,"Apr 3, 2004",19,Italy,€150k
Mike Maignan,AC Milan,Goalkeeper,"Jul 3, 1995",27,France,€45.00m
Ciprian Tătărușanu,AC Milan,Goalkeeper,"Feb 9, 1986",37,Romania,€400k
Devis Vásquez,AC Milan,Goalkeeper,"May 12, 1998",25,Colombia,€350k
Andreas Jungdal,AC Milan,Goalkeeper,"Feb 22, 2002",21,Denmark,€300k
Lapo Nava,AC Milan,Goalkeeper,"Jan 22, 2004",19,Italy,€150k
Antonio Mirante,AC Milan,Goalkeeper,"Jul 8, 1983",39,Italy,€100k
Fikayo Tomori,AC Milan,Centre-Back,"Dec 19, 1997",25,England,€40.00m
Pierre Kalulu,AC Milan,Centre-Back,"Jun 5, 2000",23,France,€30.00m
Malick Thiaw,AC Milan,Centre-Back,"Aug 8, 2001",21,Germany,€20.00m
Matteo Gabbia,AC Milan,Centre-Back,"Oct 21, 1999",23,Italy,€5.00m
Simon Kjaer,AC Milan,Centre-Back,"Mar 26, 1989",34,Denmark,€3.50m
Andrei Coubiș,AC Milan,Centre-Back,"Sep 29, 2003",19,Romania,€100k
Theo Hernández,AC Milan,Left-Back,"Oct 6, 1997",25,France,€60.00m
Sergiño Dest,AC Milan,Left-Back,"Nov 3, 2000",22,United States,€10.00m
Fodé Ballo-Touré,AC Milan,Left-Back,"Jan 3, 1997",26,Senegal,€3.50m
Andrea Bozzolan,AC Milan,Left-Back,"Feb 23, 2004",19,Italy,€125k
Davide Calabria,AC Milan,Right-Back,"Dec 6, 1996",26,Italy,€20.00m
Alessandro Florenzi,AC Milan,Right-Back,"Mar 11, 1991",32,Italy,€2.00m
Sandro Tonali,AC Milan,Defensive Midfield,"May 8, 2000",23,Italy,€50.00m
Ismaël Bennacer,AC Milan,Defensive Midfield,"Dec 1, 1997",25,Algeria,€40.00m
Rade Krunic,AC Milan,Defensive Midfield,"Oct 7, 1993",29,Bosnia-Herzegovina,€10.00m
Yacine Adli,AC Milan,Defensive Midfield,"Jul 29, 2000",22,France,€8.00m
Tiemoué Bakayoko,AC Milan,Defensive Midfield,"Aug 17, 1994",28,France,€2.50m
Tommaso Pobega,AC Milan,Central Midfield,"Jul 15, 1999",23,Italy,€14.00m
Aster Vranckx,AC Milan,Central Midfield,"Oct 4, 2002",20,Belgium,€8.50m
Antonio Gala,AC Milan,Central Midfield,"Jun 7, 2004",19,Italy,€75k
Charles De Ketelaere,AC Milan,Attacking Midfield,"Mar 10, 2001",22,Belgium,€22.00m
Brahim Díaz,AC Milan,Attacking Midfield,"Aug 3, 1999",23,Morocco,€20.00m
Rafael Leão,AC Milan,Left Winger,"Jun 10, 1999",24,Portugal,€90.00m
Ante Rebic,AC Milan,Left Winger,"Sep 21, 1993",29,Croatia,€6.00m
Alexis Saelemaekers,AC Milan,Right Winger,"Jun 27, 1999",24,Belgium,€15.00m
Junior Messias,AC Milan,Right Winger,"May 13, 1991",32,Brazil,€4.50m
Divock Origi,AC Milan,Centre-Forward,"Apr 18, 1995",28,Belgium,€6.00m
Olivier Giroud,AC Milan,Centre-Forward,"Sep 30, 1986",36,France,€4.00m
Marko Lazetic,AC Milan,Centre-Forward,"Jan 22, 2004",19,Serbia,€2.00m
Zlatan Ibrahimović,AC Milan,Centre-Forward,"Oct 3, 1981",41,Sweden,€2.00m
Wojciech Szczęsny,Juventus FC,Goalkeeper,"Apr 18, 1990",33,Poland,€10.00m
Mattia Perin,Juventus FC,Goalkeeper,"Nov 10, 1992",30,Italy,€4.00m
Gian Marco Crespi,Juventus FC,Goalkeeper,"Jun 28, 2001",22,Italy,€200k
Giovanni Garofani,Juventus FC,Goalkeeper,"Oct 20, 2002",20,Italy,€200k
Carlo Pinsoglio,Juventus FC,Goalkeeper,"Mar 16, 1990",33,Italy,€200k
Simone Scaglia,Juventus FC,Goalkeeper,"Jul 12, 2004",18,Italy,€25k
Bremer,Juventus FC,Centre-Back,"Mar 18, 1997",26,Brazil,€40.00m
Danilo,Juventus FC,Centre-Back,"Jul 15, 1991",31,Brazil,€15.00m
Federico Gatti,Juventus FC,Centre-Back,"Jun 24, 1998",25,Italy,€12.00m
Daniele Rugani,Juventus FC,Centre-Back,"Jul 29, 1994",28,Italy,€2.00m
Leonardo Bonucci,Juventus FC,Centre-Back,"May 1, 1987",36,Italy,€1.50m
Alessandro Pio Riccio,Juventus FC,Centre-Back,"Feb 6, 2002",21,Italy,€700k
Alex Sandro,Juventus FC,Left-Back,"Jan 26, 1991",32,Brazil,€3.00m
Mattia De Sciglio,Juventus FC,Right-Back,"Oct 20, 1992",30,Italy,€3.00m
Tommaso Barbieri,Juventus FC,Right-Back,"Aug 26, 2002",20,Italy,€1.20m
Manuel Locatelli,Juventus FC,Defensive Midfield,"Jan 8, 1998",25,Italy,€30.00m
Denis Zakaria,Juventus FC,Defensive Midfield,"Nov 20, 1996",26,Switzerland,€18.00m
Nicolò Rovella,Juventus FC,Defensive Midfield,"Dec 4, 2001",21,Italy,€18.00m
Leandro Paredes,Juventus FC,Defensive Midfield,"Jun 29, 1994",29,Argentina,€12.00m
Enzo Barrenechea,Juventus FC,Defensive Midfield,"May 22, 2001",22,Argentina,€900k
Adrien Rabiot,Juventus FC,Central Midfield,"Apr 3, 1995",28,France,€40.00m
Nicolò Fagioli,Juventus FC,Central Midfield,"Feb 12, 2001",22,Italy,€35.00m
Weston McKennie,Juventus FC,Central Midfield,"Aug 28, 1998",24,United States,€18.00m
Paul Pogba,Juventus FC,Central Midfield,"Mar 15, 1993",30,France,€15.00m
Fabio Miretti,Juventus FC,Central Midfield,"Aug 3, 2003",19,Italy,€15.00m
Alessandro Sersanti,Juventus FC,Central Midfield,"Feb 16, 2002",21,Italy,€400k
Juan Cuadrado,Juventus FC,Right Midfield,"May 26, 1988",35,Colombia,€4.00m
Filip Kostić,Juventus FC,Left Midfield,"Nov 1, 1992",30,Serbia,€22.00m
Mohamed Ihattaren,Juventus FC,Attacking Midfield,"Feb 12, 2002",21,Netherlands,-
Federico Chiesa,Juventus FC,Left Winger,"Oct 25, 1997",25,Italy,€40.00m
Samuel Iling-Junior,Juventus FC,Left Winger,"Oct 4, 2003",19,England,€9.00m
Ángel Di María,Juventus FC,Right Winger,"Feb 14, 1988",35,Argentina,€8.00m
Matías Soulé,Juventus FC,Right Winger,"Apr 15, 2003",20,Argentina,€4.00m
Nikola Sekulov,Juventus FC,Right Winger,"Feb 18, 2002",21,Italy,€600k
Mattia Compagnon,Juventus FC,Right Winger,"Nov 6, 2001",21,Italy,€400k
Dušan Vlahović,Juventus FC,Centre-Forward,"Jan 28, 2000",23,Serbia,€70.00m
Moise Kean,Juventus FC,Centre-Forward,"Feb 28, 2000",23,Italy,€18.00m
Arkadiusz Milik,Juventus FC,Centre-Forward,"Feb 28, 1994",29,Poland,€8.00m
Kaio Jorge,Juventus FC,Centre-Forward,"Jan 24, 2002",21,Brazil,€3.00m
Cosimo da Graça,Juventus FC,Centre-Forward,"May 1, 2002",21,Italy,€800k
Rui Patrício,AS Roma,Goalkeeper,"Feb 15, 1988",35,Portugal,€5.00m
Mile Svilar,AS Roma,Goalkeeper,"Aug 27, 1999",23,Serbia,€1.50m
Pietro Boer,AS Roma,Goalkeeper,"May 12, 2002",21,Italy,€150k
Gabriele Baldi,AS Roma,Goalkeeper,"Aug 24, 2004",18,Italy,€100k
Jacopo Del Bello,AS Roma,Goalkeeper,"Sep 25, 2004",18,Italy,€25k
Roger Ibañez,AS Roma,Centre-Back,"Nov 23, 1998",24,Brazil,€30.00m
Gianluca Mancini,AS Roma,Centre-Back,"Apr 17, 1996",27,Italy,€18.00m
Diego Llorente,AS Roma,Centre-Back,"Aug 16, 1993",29,Spain,€12.00m
Chris Smalling,AS Roma,Centre-Back,"Nov 22, 1989",33,England,€8.00m
Marash Kumbulla,AS Roma,Centre-Back,"Feb 8, 2000",23,Albania,€8.00m
Dimitrios Keramitsis,AS Roma,Centre-Back,"Jul 1, 2004",18,Greece,€250k
William Bianda,AS Roma,Centre-Back,"Apr 30, 2000",23,France,€200k
Brian Silva,AS Roma,Centre-Back,"Jun 2, 2003",20,France,€75k
Leonardo Spinazzola,AS Roma,Left-Back,"Mar 25, 1993",30,Italy,€10.00m
Matías Viña,AS Roma,Left-Back,"Nov 9, 1997",25,Uruguay,€8.00m
Jan Oliveras,AS Roma,Left-Back,"Jul 7, 2004",18,Spain,€175k
Matteo Falasca,AS Roma,Left-Back,"Apr 27, 2004",19,Italy,€100k
Zeki Çelik,AS Roma,Right-Back,"Feb 17, 1997",26,Türkiye,€10.00m
Rick Karsdorp,AS Roma,Right-Back,"Feb 11, 1995",28,Netherlands,€7.00m
Filippo Missori,AS Roma,Right-Back,"Mar 24, 2004",19,Italy,€800k
Corentin Louakima,AS Roma,Right-Back,"Feb 28, 2003",20,France,€100k
Bryan Cristante,AS Roma,Defensive Midfield,"Mar 3, 1995",28,Italy,€20.00m
Nemanja Matic,AS Roma,Defensive Midfield,"Aug 1, 1988",34,Serbia,€4.00m
Ebrima Darboe,AS Roma,Defensive Midfield,"Jun 6, 2001",22,The Gambia,€1.80m
Benjamin Tahirovic,AS Roma,Defensive Midfield,"Mar 3, 2003",20,Bosnia-Herzegovina,€1.50m
Giacomo Faticanti,AS Roma,Defensive Midfield,"Jul 31, 2004",18,Italy,€800k
Filippo Tripi,AS Roma,Defensive Midfield,"Jan 6, 2002",21,Italy,€300k
Mady Camara,AS Roma,Central Midfield,"Feb 28, 1997",26,Guinea,€10.00m
Edoardo Bove,AS Roma,Central Midfield,"May 16, 2002",21,Italy,€10.00m
Georginio Wijnaldum,AS Roma,Central Midfield,"Nov 11, 1990",32,Netherlands,€8.00m
Niccolò Pisilli,AS Roma,Central Midfield,"Sep 23, 2004",18,Italy,€1.00m
Riccardo Pagano,AS Roma,Central Midfield,"Nov 28, 2004",18,Italy,€900k
Nicola Zalewski,AS Roma,Left Midfield,"Jan 23, 2002",21,Poland,€20.00m
Lorenzo Pellegrini,AS Roma,Attacking Midfield,"Jun 19, 1996",27,Italy,€35.00m
Nicolò Zaniolo,AS Roma,Attacking Midfield,"Jul 2, 1999",23,Italy,€27.00m
Cristian Volpato,AS Roma,Attacking Midfield,"Nov 15, 2003",19,Italy,€3.00m
Ante Coric,AS Roma,Attacking Midfield,"Apr 14, 1997",26,Croatia,€300k
Claudio Cassano,AS Roma,Attacking Midfield,"Jul 22, 2003",19,Italy,€200k
Stephan El Shaarawy,AS Roma,Left Winger,"Oct 27, 1992",30,Italy,€5.00m
Luigi Cherubini,AS Roma,Left Winger,"Jan 15, 2004",19,Italy,€200k
Ola Solbakken,AS Roma,Right Winger,"Sep 7, 1998",24,Norway,€3.50m
Paulo Dybala,AS Roma,Second Striker,"Nov 15, 1993",29,Argentina,€30.00m
Tammy Abraham,AS Roma,Centre-Forward,"Oct 2, 1997",25,England,€40.00m
Andrea Belotti,AS Roma,Centre-Forward,"Dec 20, 1993",29,Italy,€8.00m
Eldor Shomurodov,AS Roma,Centre-Forward,"Jun 29, 1995",28,Uzbekistan,€6.00m
Felix Afena-Gyan,AS Roma,Centre-Forward,"Jan 19, 2003",20,Ghana,€5.00m
Jordan Majchrzak,AS Roma,Centre-Forward,"Oct 8, 2004",18,Poland,€400k
Juan Musso,Atalanta BC,Goalkeeper,"May 6, 1994",29,Argentina,€8.00m
Marco Sportiello,Atalanta BC,Goalkeeper,"May 10, 1992",31,Italy,€1.50m
Tommaso Bertini,Atalanta BC,Goalkeeper,"Jan 13, 2004",19,Italy,€100k
Francesco Rossi,Atalanta BC,Goalkeeper,"Apr 27, 1991",32,Italy,€100k
Giorgio Scalvini,Atalanta BC,Centre-Back,"Dec 11, 2003",19,Italy,€40.00m
Merih Demiral,Atalanta BC,Centre-Back,"Mar 5, 1998",25,Türkiye,€20.00m
Caleb Okoli,Atalanta BC,Centre-Back,"Jul 13, 2001",21,Italy,€10.00m
Berat Djimsiti,Atalanta BC,Centre-Back,"Feb 19, 1993",30,Albania,€10.00m
Rafael Tolói,Atalanta BC,Centre-Back,"Oct 10, 1990",32,Italy,€6.00m
José Luis Palomino,Atalanta BC,Centre-Back,"Jan 5, 1990",33,Argentina,€2.50m
Tommaso Del Lungo,Atalanta BC,Centre-Back,"Nov 21, 2003",19,Italy,€100k
Iacopo Regonesi,Atalanta BC,Left-Back,"Mar 28, 2004",19,Italy,€200k
Lorenzo Bernasconi,Atalanta BC,Left-Back,"Nov 16, 2003",19,Italy,€75k
Joakim Maehle,Atalanta BC,Right-Back,"May 20, 1997",26,Denmark,€14.00m
Brandon Soppy,Atalanta BC,Right-Back,"Feb 21, 2002",21,France,€9.00m
Marten de Roon,Atalanta BC,Defensive Midfield,"Mar 29, 1991",32,Netherlands,€10.00m
Matteo Colombo,Atalanta BC,Defensive Midfield,"Mar 9, 2004",19,Italy,€125k
Mannah Chiwisa,Atalanta BC,Defensive Midfield,"Dec 12, 2003",19,Zambia,€125k
Leonardo Mendicino,Atalanta BC,Defensive Midfield,"Jun 25, 2006",17,Italy,-
Éderson,Atalanta BC,Central Midfield,"Jul 7, 1999",23,Brazil,€20.00m
Mario Pasalic,Atalanta BC,Central Midfield,"Feb 9, 1995",28,Croatia,€20.00m
Endri Muhameti,Atalanta BC,Central Midfield,"Jul 12, 2004",18,Albania,€150k
Simone Muratore,Atalanta BC,Central Midfield,"May 30, 1998",25,Italy,€100k
Davide Zappacosta,Atalanta BC,Right Midfield,"Jun 11, 1992",31,Italy,€7.00m
Hans Hateboer,Atalanta BC,Right Midfield,"Jan 9, 1994",29,Netherlands,€6.00m
Nadir Zortea,Atalanta BC,Right Midfield,"Jun 19, 1999",24,Italy,€2.00m
Marco Palestra,Atalanta BC,Right Midfield,"Mar 3, 2005",18,Italy,-
Matteo Ruggeri,Atalanta BC,Left Midfield,"Jul 11, 2002",20,Italy,€4.00m
Teun Koopmeiners,Atalanta BC,Attacking Midfield,"Feb 28, 1998",25,Netherlands,€30.00m
Ruslan Malinovskyi,Atalanta BC,Attacking Midfield,"May 4, 1993",30,Ukraine,€15.00m
Lukas Vorlicky,Atalanta BC,Attacking Midfield,"Jan 18, 2002",21,Czech Republic,€100k
